,power.jaap_rodenburg_2.prod.obs.kw.geco.h
2024-01-10 16:00:00+00:00,0.16430921052631578
2024-01-10 17:00:00+00:00,0.09851973684210526
2024-01-10 18:00:00+00:00,0.08865131578947369
2024-01-10 19:00:00+00:00,0.062171052631578946
2024-01-10 20:00:00+00:00,0.07401315789473684
2024-01-10 21:00:00+00:00,0.10592105263157894
2024-01-10 22:00:00+00:00,0.05904605263157895
2024-01-10 23:00:00+00:00,0.08651315789473685
2024-01-11 00:00:00+00:00,0.06644736842105263
2024-01-11 01:00:00+00:00,0.03881578947368421
2024-01-11 02:00:00+00:00,0.05526315789473684
2024-01-11 03:00:00+00:00,0.06661184210526316
2024-01-11 04:00:00+00:00,0.09572368421052632
2024-01-11 05:00:00+00:00,0.08075657894736842
2024-01-11 06:00:00+00:00,0.14358552631578947
2024-01-11 07:00:00+00:00,0.19588815789473685
2024-01-11 08:00:00+00:00,0.15378289473684212
2024-01-11 09:00:00+00:00,0.04638157894736842
2024-01-11 10:00:00+00:00,0.025164473684210525
2024-01-11 11:00:00+00:00,0.001644736842105263
2024-01-11 12:00:00+00:00,0.0
2024-01-11 13:00:00+00:00,0.0029605263157894738
2024-01-11 14:00:00+00:00,0.030592105263157896
2024-01-11 15:00:00+00:00,0.015296052631578948
2024-01-11 16:00:00+00:00,0.08240131578947368
2024-01-11 17:00:00+00:00,0.28404605263157895
2024-01-11 18:00:00+00:00,0.32730263157894735
2024-01-11 19:00:00+00:00,0.2519736842105263
2024-01-11 20:00:00+00:00,0.26151315789473684
2024-01-11 21:00:00+00:00,0.12335526315789473
2024-01-11 22:00:00+00:00,0.048355263157894735
2024-01-11 23:00:00+00:00,0.03223684210526316
2024-01-12 00:00:00+00:00,0.04506578947368421
2024-01-12 01:00:00+00:00,0.06266447368421052
2024-01-12 02:00:00+00:00,0.03585526315789474
2024-01-12 03:00:00+00:00,0.0059210526315789476
2024-01-12 04:00:00+00:00,0.0
2024-01-12 05:00:00+00:00,0.0
2024-01-12 06:00:00+00:00,0.005756578947368421
2024-01-12 07:00:00+00:00,0.09046052631578948
2024-01-12 08:00:00+00:00,0.21233552631578947
2024-01-12 09:00:00+00:00,0.1375
2024-01-12 10:00:00+00:00,0.1305921052631579
2024-01-12 11:00:00+00:00,0.06069078947368421
2024-01-12 12:00:00+00:00,0.05148026315789474
2024-01-12 13:00:00+00:00,0.01200657894736842
2024-01-12 14:00:00+00:00,0.05805921052631579
2024-01-12 15:00:00+00:00,0.06299342105263157
2024-01-12 16:00:00+00:00,0.04226973684210526
2024-01-12 17:00:00+00:00,0.048355263157894735
2024-01-12 18:00:00+00:00,0.054276315789473686
2024-01-12 19:00:00+00:00,0.04128289473684211
2024-01-12 20:00:00+00:00,0.015460526315789473
2024-01-12 21:00:00+00:00,0.016611842105263157
2024-01-12 22:00:00+00:00,0.03404605263157895
2024-01-12 23:00:00+00:00,0.06891447368421053
2024-01-13 00:00:00+00:00,0.07368421052631578
2024-01-13 01:00:00+00:00,0.06118421052631579
2024-01-13 02:00:00+00:00,0.06875
2024-01-13 03:00:00+00:00,0.10888157894736843
